,ADDRESSES,ADDRESS,POBOX,SUITE,ATTN,BEST FIT
5361,CBS TOWER 12001 N CENTRAL EXPRESSWAY STE 650,12001 N CENTRAL EXPRESSWAY,,STE 650,,"[[2, 6, 4, ['ADDRESS'], '12001 n central expressway'], [6, 8, 2, ['SUITE'], 'ste 650']]"
5362,CEDAR BROOK CORPORATE CENTER4 CEDAR BROOK DRIVE,,,CENTER4,,"[[3, 4, 1, ['SUITE'], 'center4']]"
5363,CENTERPOINTE AT BRIDGEWATER 1140 ROUTE 22 E SUITE 203,1140 ROUTE 22 E,,SUITE 203,,"[[3, 7, 4, ['ADDRESS'], '1140 route 22 e'], [7, 9, 2, ['SUITE'], 'suite 203']]"
5364,CENTRAL LIBRARY BUILDING 803 WEST WELLS STREET,803 WEST WELLS STREET,,,,"[[3, 7, 4, ['ADDRESS'], '803 west wells street']]"
5365,CENTRE COMMONS SUITE 430 5750 CENTRE AVENUE,430 5750 CENTRE AVENUE,,,,"[[3, 7, 4, ['ADDRESS'], '430 5750 centre avenue']]"
5366,CENTREC BUSINESS CENTER 3 COLLEGE PARK COURT,3 COLLEGE PARK COURT,,,,"[[3, 7, 4, ['ADDRESS'], '3 college park court']]"
5367,CHARLES GARDNER LANE,XX,XX,XX,XX,[]
5368,CHARLES SQUARE 20 UNIVERSITY ROAD,20 UNIVERSITY ROAD,,,,"[[2, 5, 3, ['ADDRESS'], '20 university road']]"
5369,CHARLESTON INC 415 E MARSHALL,415 E MARSHALL,,,,"[[2, 5, 3, ['ADDRESS'], '415 e marshall']]"
5370,CHARLESTON INC PO BOX 471,,PO BOX 471,,,"[[2, 5, 3, ['POBOX'], 'po box 471']]"
5371,CHELSEA PIERS PIER 59,,,59,,"[[3, 4, 1, ['SUITE'], '59']]"
5372,CHRIST HOSPITAL DEPT OF INTERN 2139 AUBURN AVENUE,2139 AUBURN AVENUE,,,,"[[5, 8, 3, ['ADDRESS'], '2139 auburn avenue']]"
5373,CHURCH & BRIDGE STREET,XX,XX,XX,XX,[]
5374,CIRA CENTRE 2929 ARCH STREET SUITE 650,2929 ARCH STREET,,SUITE 650,,"[[2, 5, 3, ['ADDRESS'], '2929 arch street'], [5, 7, 2, ['SUITE'], 'suite 650']]"
5375,CITY HALL 108 E GREEN STREET,108 E GREEN STREET,,,,"[[2, 6, 4, ['ADDRESS'], '108 e green street']]"
5376,CITY HALL CENTRAL AVE,XX,XX,XX,XX,[]
5377,CITY PARK 251 GLEN STREET,251 GLEN STREET,,,,"[[2, 5, 3, ['ADDRESS'], '251 glen street']]"
5378,CIVIC OPERA HOUSE 20 NORTH WACKER ST SUITE 2110,20 NORTH WACKER ST,,SUITE 2110,,"[[3, 7, 4, ['ADDRESS'], '20 north wacker st'], [7, 9, 2, ['SUITE'], 'suite 2110']]"
5379,CLINIC 725 EAST 25TH,725 EAST 25TH,,,,"[[1, 4, 3, ['ADDRESS'], '725 east 25th']]"
5380,CLUBWAY P O BOX 701,,P O BOX 701,,,"[[1, 5, 4, ['POBOX'], 'p o box 701']]"
5381,CN 4000 FORSGATE DRIVE,4000 FORSGATE DRIVE,,,,"[[1, 4, 3, ['ADDRESS'], '4000 forsgate drive']]"
5382,COADVANTAGE 204 N ECTOR DRIVE,204 N ECTOR DRIVE,,,,"[[1, 5, 4, ['ADDRESS'], '204 n ector drive']]"
5383,COLLEGE HALL 310 E MARKET ST,310 E MARKET ST,,,,"[[2, 6, 4, ['ADDRESS'], '310 e market st']]"
5384,COLUMBIA CORPORATE CENTER 18 COLUMBIA TURNPIKE STE 200,18 COLUMBIA TURNPIKE,,STE 200,,"[[3, 6, 3, ['ADDRESS'], '18 columbia turnpike'], [6, 8, 2, ['SUITE'], 'ste 200']]"
5385,COLUMBIA EMPLOYEES 200 EAST WALNUT,200 EAST WALNUT,,,,"[[2, 5, 3, ['ADDRESS'], '200 east walnut']]"
5386,COLUMBIA POINT 210 MORRISSEY BLVD,210 MORRISSEY BLVD,,,,"[[2, 5, 3, ['ADDRESS'], '210 morrissey blvd']]"
5387,COMPANY 1600 RIVERVIEW LN,1600 RIVERVIEW LN,,,,"[[1, 4, 3, ['ADDRESS'], '1600 riverview ln']]"
5388,COMPETENCE DBA: FAEEC 140 ALLEN ROAD SUITE 300,140 ALLEN ROAD,,SUITE 300,,"[[3, 6, 3, ['ADDRESS'], '140 allen road'], [6, 8, 2, ['SUITE'], 'suite 300']]"
5389,CONSTRUCTION AEROLIFT 31700 W EIGHT MILE RD,31700 W EIGHT MILE RD,,,,"[[2, 7, 5, ['ADDRESS'], '31700 w eight mile rd']]"
5390,CONTINOUS DELIVERY,XX,XX,XX,XX,[]
5391,CORPORATE CENTER WEST 433 SOUTH MAIN ST SUITE 200,433 SOUTH MAIN ST,,SUITE 200,,"[[2, 3, 1, ['_DIR_'], 'west'], [3, 7, 4, ['ADDRESS'], '433 south main st'], [7, 9, 2, ['SUITE'], 'suite 200']]"
5392,CORPORATION 533 SOUTH 336TH STREET SUITE C,533 SOUTH 336TH STREET,,SUITE C,,"[[1, 5, 4, ['ADDRESS'], '533 south 336th street'], [5, 7, 2, ['SUITE'], 'suite c']]"
5393,CROSSROADS BUSINESS CENTER ONE PLUCKEMIN WAY,ONE PLUCKEMIN WAY,,,,"[[3, 6, 3, ['ADDRESS'], 'one pluckemin way']]"
5394,CROWN COLONY MEDICAL CENTER 500 CONGRESS STREET,500 CONGRESS STREET,,,,"[[4, 7, 3, ['ADDRESS'], '500 congress street']]"
5395,DAG HAMMARSKJOLD BLVD SUITE 12,,,SUITE 12,,"[[3, 5, 2, ['SUITE'], 'suite 12']]"
5396,DAMON MILL SQUARE FLOOR 2 SUITE H3,,,FLOOR 2 SUITE H3,,"[[3, 7, 4, ['SUITE'], 'floor 2 suite h3']]"
5397,DBA AMSTERDAM HARBORSIDE 300 EAST OVERLOOK,300 EAST OVERLOOK,,,,"[[3, 6, 3, ['ADDRESS'], '300 east overlook']]"
5398,DBA MALAMA AINA FOUNDATION 2040 BACHELOT STREET,2040 BACHELOT STREET,,,,"[[4, 7, 3, ['ADDRESS'], '2040 bachelot street']]"
5399,DBA VILLAGE MONTESSORI SCHOOL 1610 WOODSTOCK ROAD,1610 WOODSTOCK ROAD,,,,"[[4, 7, 3, ['ADDRESS'], '1610 woodstock road']]"
5400,DBA/BMW OF DENVER 10350 E EASTER AVE,10350 E EASTER AVE,,,,"[[3, 7, 4, ['ADDRESS'], '10350 e easter ave']]"
5401,DCH MEDICAL TOWER 1 701 UNIVERSITY BLVD E STE 400,701 UNIVERSITY BLVD E,,STE 400,,"[[4, 8, 4, ['ADDRESS'], '701 university blvd e'], [8, 10, 2, ['SUITE'], 'ste 400']]"
5402,DCH MEDICAL TOWER1 SUITE 502 701 UNIVERSITY BLVD,502 701 UNIVERSITY BLVD,,TOWER1,,"[[2, 3, 1, ['SUITE'], 'tower1'], [4, 8, 4, ['ADDRESS'], '502 701 university blvd']]"
5403,DELAWARE TECHNOLOGY PARK 1 INNOVATION WAY SUITE 400,1 INNOVATION WAY,,SUITE 400,,"[[3, 6, 3, ['ADDRESS'], '1 innovation way'], [6, 8, 2, ['SUITE'], 'suite 400']]"
5404,DENNIS GAWRON 11005 S KOLMAR,11005 S KOLMAR,,,,"[[2, 5, 3, ['ADDRESS'], '11005 s kolmar']]"
5405,DENTAL 2650 AUDUBON ROAD,2650 AUDUBON ROAD,,,,"[[1, 4, 3, ['ADDRESS'], '2650 audubon road']]"
5406,DEPOT SQUARE BUSINESS CENTER 51 DEPOT STREET SUITE 104,51 DEPOT STREET,,SUITE 104,,"[[4, 7, 3, ['ADDRESS'], '51 depot street'], [7, 9, 2, ['SUITE'], 'suite 104']]"
5407,DEPOT STREET PO BOX 129,,PO BOX 129,,,"[[2, 5, 3, ['POBOX'], 'po box 129']]"
5408,DHARMATTIE BRUSHE PKWY,XX,XX,XX,XX,[]
5409,DISABILITIES 1201 15TH STREET NW SUITE 350,1201 15TH STREET NW,,SUITE 350,,"[[1, 5, 4, ['ADDRESS'], '1201 15th street nw'], [5, 7, 2, ['SUITE'], 'suite 350']]"
5410,DISABILITIES 501 3RD STREET NW STE 200,501 3RD STREET NW,,STE 200,,"[[1, 5, 4, ['ADDRESS'], '501 3rd street nw'], [5, 7, 2, ['SUITE'], 'ste 200']]"
5411,DIVISION 1: LOS ANGELES 865 S FIGUEROA ST STE 3200,865 S FIGUEROA ST,,STE 3200,,"[[4, 8, 4, ['ADDRESS'], '865 s figueroa st'], [8, 10, 2, ['SUITE'], 'ste 3200']]"
5412,DIVISION 2: SAN FRANCISCO 865 S FIGUEROA STREET,865 S FIGUEROA STREET,,,,"[[4, 8, 4, ['ADDRESS'], '865 s figueroa street']]"
5413,DIVISION 3: SANTA ANA 865 S FIGUEROA ST STE 3200,865 S FIGUEROA ST,,STE 3200,,"[[4, 8, 4, ['ADDRESS'], '865 s figueroa st'], [8, 10, 2, ['SUITE'], 'ste 3200']]"
5414,DIVISION 4: RIVERSIDE 865 S FIGUEROA ST STE 3200,865 S FIGUEROA ST,,STE 3200,,"[[3, 7, 4, ['ADDRESS'], '865 s figueroa st'], [7, 9, 2, ['SUITE'], 'ste 3200']]"
5415,DIVISION 5: SACRAMENTO 865 S FIGUEROA ST STE 3200,865 S FIGUEROA ST,,STE 3200,,"[[3, 7, 4, ['ADDRESS'], '865 s figueroa st'], [7, 9, 2, ['SUITE'], 'ste 3200']]"
5416,DIVISION 6: SAN DIEGO 865 S FIGUEROA ST STE 3200,865 S FIGUEROA ST,,STE 3200,,"[[4, 8, 4, ['ADDRESS'], '865 s figueroa st'], [8, 10, 2, ['SUITE'], 'ste 3200']]"
5417,DIVISION 7: SAN DIEGO 865 S FIGUEROA ST STE 3200,865 S FIGUEROA ST,,STE 3200,,"[[4, 8, 4, ['ADDRESS'], '865 s figueroa st'], [8, 10, 2, ['SUITE'], 'ste 3200']]"
5418,DOLORES STREET SOUTH OF SEVENT,,,,,"[[2, 3, 1, ['_DIR_'], 'south']]"
5419,E ATLANTIC AVENUE,,,,,"[[0, 1, 1, ['_DIR_', 'SUITE'], 'e']]"
5420,E5389 NORTH WATER DRIVE,E5389 NORTH WATER DRIVE,,,,"[[0, 4, 4, ['ADDRESS'], 'e5389 north water drive']]"
5421,EAST 257 FULLER ROAD 1ST FLOOR,257 FULLER ROAD,,1ST FLOOR,,"[[0, 1, 1, ['_DIR_'], 'east'], [1, 4, 3, ['ADDRESS'], '257 fuller road'], [4, 6, 2, ['SUITE'], '1st floor']]"
5422,EAST 80 ROUTE 4 STE 140 THE ATRIUM,140 THE ATRIUM,,4,,"[[0, 1, 1, ['_DIR_'], 'east'], [3, 4, 1, ['SUITE'], '4'], [5, 8, 3, ['ADDRESS'], '140 the atrium']]"
5423,EAST HOLLY AVE BOX 56,,BOX 56,,,"[[0, 1, 1, ['_DIR_'], 'east'], [3, 5, 2, ['POBOX'], 'box 56']]"
5424,EAST MAIN STREET,,,,,"[[0, 1, 1, ['_DIR_'], 'east']]"
5425,EAST WEST TECH CENTER 1771 WEST DIEHL RD SUITE 220,1771 WEST DIEHL RD,,SUITE 220,,"[[1, 2, 1, ['_DIR_'], 'west'], [4, 8, 4, ['ADDRESS'], '1771 west diehl rd'], [8, 10, 2, ['SUITE'], 'suite 220']]"
5426,EASTERN HARBOR OFFICE PARK 50 REDFIELD STREET,50 REDFIELD STREET,,,,"[[4, 7, 3, ['ADDRESS'], '50 redfield street']]"
5427,ECSU PO BOX 255,,PO BOX 255,,,"[[1, 4, 3, ['POBOX'], 'po box 255']]"
5428,EDH 5050 SPRING VALLEY ROAD,5050 SPRING VALLEY ROAD,,,,"[[1, 5, 4, ['ADDRESS'], '5050 spring valley road']]"
5429,EDINBOROUGH CORPORATE CENTER 3300 EDINBOROUGH WAY SUITE 400,3300 EDINBOROUGH WAY,,SUITE 400,,"[[3, 6, 3, ['ADDRESS'], '3300 edinborough way'], [6, 8, 2, ['SUITE'], 'suite 400']]"
5430,EDWARD F CARLOUGH PLAZA 601 N FAIRFAX ST STE 240,601 N FAIRFAX ST,,STE 240,,"[[4, 8, 4, ['ADDRESS'], '601 n fairfax st'], [8, 10, 2, ['SUITE'], 'ste 240']]"
5431,EIGHT CAMPUS DRIVE,EIGHT CAMPUS DRIVE,,,,"[[0, 3, 3, ['ADDRESS'], 'eight campus drive']]"
5432,EIGHT ROCKY HILL ROAD,EIGHT ROCKY HILL ROAD,,,,"[[0, 4, 4, ['ADDRESS'], 'eight rocky hill road']]"
5433,EIN 81-2171811 227 BELLEVUE WAY NE SUITE 188,227 BELLEVUE WAY NE,,SUITE 188,,"[[2, 6, 4, ['ADDRESS'], '227 bellevue way ne'], [6, 8, 2, ['SUITE'], 'suite 188']]"
5434,ELEVEN TIMES SQUARE,ELEVEN TIMES SQUARE,,,,"[[0, 3, 3, ['ADDRESS'], 'eleven times square']]"
5435,ELITE SALES GENERATION 1033 SKOKIE BLVD SUITE 620,1033 SKOKIE BLVD,,SUITE 620,,"[[3, 6, 3, ['ADDRESS'], '1033 skokie blvd'], [6, 8, 2, ['SUITE'], 'suite 620']]"
5436,ELM & CARLTON STREETS,XX,XX,XX,XX,[]
5437,ELM AND CARLTON STREETS,XX,XX,XX,XX,[]
5438,ELMWOOD BUSINESS PARK 733 RT 70 E BLDG 3 STE 303,733 RT 70,,BLDG 3 STE 303,,"[[3, 6, 3, ['ADDRESS'], '733 rt 70'], [6, 7, 1, ['_DIR_', 'SUITE'], 'e'], [7, 11, 4, ['SUITE'], 'bldg 3 ste 303']]"
5439,EMPIRE STATE BUILDING 350 FIFTH AVE STE 4310,350 FIFTH AVE,,STE 4310,,"[[3, 6, 3, ['ADDRESS'], '350 fifth ave'], [6, 8, 2, ['SUITE'], 'ste 4310']]"
5440,EMPLOYEES 401 AMERICAN SEATING CENTER,401 AMERICAN SEATING CENTER,,,,"[[1, 5, 4, ['ADDRESS'], '401 american seating center']]"
5441,EMPLOYER MANAGEMENT COMPANY 6407 PARKLAND DRIVE,6407 PARKLAND DRIVE,,,,"[[3, 6, 3, ['ADDRESS'], '6407 parkland drive']]"
5442,ESPIRITO SANTO PLAZA 1395 BRICKELL AVE 14TH FLOOR,1395 BRICKELL AVE,,14TH FLOOR,,"[[3, 6, 3, ['ADDRESS'], '1395 brickell ave'], [6, 8, 2, ['SUITE'], '14th floor']]"
5443,EXCHANGE PLACE SEAPORT EAST TWO SEAPORT LANE,TWO SEAPORT LANE,,,,"[[3, 4, 1, ['_DIR_'], 'east'], [4, 7, 3, ['ADDRESS'], 'two seaport lane']]"
5444,EXECUTIVE OFFICES 200 ALTON ROAD,200 ALTON ROAD,,,,"[[2, 5, 3, ['ADDRESS'], '200 alton road']]"
5445,F 3329 WRIGHTSVILLE AVE,3329 WRIGHTSVILLE AVE,,F,,"[[0, 1, 1, ['SUITE'], 'f'], [1, 4, 3, ['ADDRESS'], '3329 wrightsville ave']]"
5446,FAIRFIELD 15 MAIN STREET SUITE 210,15 MAIN STREET,,SUITE 210,,"[[1, 4, 3, ['ADDRESS'], '15 main street'], [4, 6, 2, ['SUITE'], 'suite 210']]"
5447,FANUEIL HALL MARKETPLACE 4 SOUTH MARKET BLDG 3RD FLOOR,4 SOUTH MARKET,,3RD FLOOR,,"[[3, 6, 3, ['ADDRESS'], '4 south market'], [7, 9, 2, ['SUITE'], '3rd floor']]"
5448,FAO: ANNA GOLDMAN PO BOX 7648,,PO BOX 7648,,,"[[3, 6, 3, ['POBOX'], 'po box 7648']]"
5449,FIELDS 487 HUDSON STREET,487 HUDSON STREET,,,,"[[1, 4, 3, ['ADDRESS'], '487 hudson street']]"
5450,FIFTH AVENUE PLACE 120 FIFTH AVENUE SUITE 2900,120 FIFTH AVENUE,,SUITE 2900,,"[[3, 6, 3, ['ADDRESS'], '120 fifth avenue'], [6, 8, 2, ['SUITE'], 'suite 2900']]"
5451,FIRST AVE & E 16 STREET PHILLIPS AMBULATORY CARE,16 STREET PHILLIPS,,,,"[[3, 4, 1, ['_DIR_', 'SUITE'], 'e'], [4, 7, 3, ['ADDRESS'], '16 street phillips']]"
5452,FIRST FLOOR 40 EAST PEARL STREET,40 EAST PEARL STREET,,,,"[[2, 6, 4, ['ADDRESS'], '40 east pearl street']]"
5453,FIRST NEEDHAM PLACE 250 FIRST AVENUE,250 FIRST AVENUE,,,,"[[3, 6, 3, ['ADDRESS'], '250 first avenue']]"
5454,FIRST SECURITY SYSTEMS INC 1811 HIGH GROVE LANE STE 191,1811 HIGH GROVE LANE,,STE 191,,"[[4, 8, 4, ['ADDRESS'], '1811 high grove lane'], [8, 10, 2, ['SUITE'], 'ste 191']]"
5455,FIRST STREET,XX,XX,XX,XX,[]
5456,FIRST UNUM PROCESSING CTR PO BOX 100172,,PO BOX 100172,CTR,,"[[3, 4, 1, ['SUITE'], 'ctr'], [4, 7, 3, ['POBOX'], 'po box 100172']]"
5457,FIVE CONCOURSE PARKWAY SUITE 3200,FIVE CONCOURSE PARKWAY,,SUITE 3200,,"[[0, 3, 3, ['ADDRESS'], 'five concourse parkway'], [3, 5, 2, ['SUITE'], 'suite 3200']]"
5458,FIVE GREENTREE CENTER 525 RT 73 N SUITE 309,FIVE GREENTREE CENTER 525,,SUITE 309,,"[[0, 4, 4, ['ADDRESS'], 'five greentree center 525'], [6, 7, 1, ['_DIR_', 'SUITE'], 'n'], [7, 9, 2, ['SUITE'], 'suite 309']]"
5459,FIVE TOWER BRIDGE 300 BAR HARBOR DR SUITE 800,300 BAR HARBOR DR,,SUITE 800,,"[[3, 7, 4, ['ADDRESS'], '300 bar harbor dr'], [7, 9, 2, ['SUITE'], 'suite 800']]"
5460,FIVE TOWER BRIDGE 300 BARR HARBOR DR 7TH FLOOR,300 BARR HARBOR DR,,7TH FLOOR,,"[[3, 7, 4, ['ADDRESS'], '300 barr harbor dr'], [7, 9, 2, ['SUITE'], '7th floor']]"
5461,FLUID POWER 1115 N CAUSEWAY BLVD STE 108,1115 N CAUSEWAY BLVD,,STE 108,,"[[2, 6, 4, ['ADDRESS'], '1115 n causeway blvd'], [6, 8, 2, ['SUITE'], 'ste 108']]"
5462,FOULKSTONE PLAZA 1415 FOULK ROAD SUITE 201,1415 FOULK ROAD,,SUITE 201,,"[[2, 5, 3, ['ADDRESS'], '1415 foulk road'], [5, 7, 2, ['SUITE'], 'suite 201']]"
5463,FOUNTAINHEAD ONE 8200 IH-10 WEST SUITE 312,,,SUITE 312,,"[[4, 5, 1, ['_DIR_'], 'west'], [5, 7, 2, ['SUITE'], 'suite 312']]"
5464,FOUR CONCOURSE PARKWAY SUITE 450,FOUR CONCOURSE PARKWAY,,SUITE 450,,"[[0, 3, 3, ['ADDRESS'], 'four concourse parkway'], [3, 5, 2, ['SUITE'], 'suite 450']]"
5465,FOUR EAST SECOND STREET PO BOX 1153,FOUR EAST SECOND STREET,PO BOX 1153,,,"[[0, 4, 4, ['ADDRESS'], 'four east second street'], [4, 7, 3, ['POBOX'], 'po box 1153']]"
5466,FOUR EMBARCADERO CENTER STE 5,FOUR EMBARCADERO CENTER,,STE 5,,"[[0, 3, 3, ['ADDRESS'], 'four embarcadero center'], [3, 5, 2, ['SUITE'], 'ste 5']]"
5467,FOUR GATEWAY CENTER 444 LIBERTY AVENUE 10TH FLOOR,FOUR GATEWAY CENTER 444,,10TH FLOOR,,"[[0, 4, 4, ['ADDRESS'], 'four gateway center 444'], [6, 8, 2, ['SUITE'], '10th floor']]"
5468,FOUR PENN CENTER 1600 JFK BLVD SUITE 600,FOUR PENN CENTER 1600,,SUITE 600,,"[[0, 4, 4, ['ADDRESS'], 'four penn center 1600'], [6, 8, 2, ['SUITE'], 'suite 600']]"
5469,FOUR PENN CENTER 1600 JFK BOULEVARD SUITE 600,FOUR PENN CENTER 1600,,SUITE 600,,"[[0, 4, 4, ['ADDRESS'], 'four penn center 1600'], [6, 8, 2, ['SUITE'], 'suite 600']]"
5470,FOUR STAMFORD PLAZA PO BOX 120,FOUR STAMFORD PLAZA,PO BOX 120,,,"[[0, 3, 3, ['ADDRESS'], 'four stamford plaza'], [3, 6, 3, ['POBOX'], 'po box 120']]"
5471,FOUR THE PINES COURT SUITE F,FOUR THE PINES COURT,,SUITE F,,"[[0, 4, 4, ['ADDRESS'], 'four the pines court'], [4, 6, 2, ['SUITE'], 'suite f']]"
5472,G-3283 S DORT HWY,,,,,"[[1, 2, 1, ['_DIR_', 'SUITE'], 's']]"
5473,G-3497 RICHFIELD RD,G-3497 RICHFIELD,,,,"[[0, 2, 2, ['ADDRESS'], 'g-3497 richfield']]"
5474,G-5020 W BRISTOL RD,,,,,"[[1, 2, 1, ['_DIR_', 'SUITE'], 'w']]"
5475,GATES MEDICAL BUILDING 125 EAST BROAD STREET # 305,125 EAST BROAD STREET,,# 305,,"[[3, 7, 4, ['ADDRESS'], '125 east broad street'], [7, 9, 2, ['SUITE'], '# 305']]"
5476,GENERAL HOSPITAL P O BOX 1289,,P O BOX 1289,,,"[[2, 6, 4, ['POBOX'], 'p o box 1289']]"
5477,GERALD R FORD INTERNATIONAL A PO BOX 888316,,PO BOX 888316,A,,"[[4, 5, 1, ['SUITE'], 'a'], [5, 8, 3, ['POBOX'], 'po box 888316']]"
5478,GLENDALE EXECUTIVE CAMPUS 1101 WHITE HORSE RD STE C,1101 WHITE HORSE RD,,STE C,,"[[3, 7, 4, ['ADDRESS'], '1101 white horse rd'], [7, 9, 2, ['SUITE'], 'ste c']]"
5479,GLENDALE EXECUTIVE CAMPUS 709 HADDONFIELD-BERLIN ROAD,,,709,,"[[3, 4, 1, ['SUITE'], '709']]"
5480,GMEI C/O SPARROW 1322 E MICHIGAN SUITE 202B,1322 E MICHIGAN,,SUITE 202B,C/O SPARROW,"[[1, 3, 2, ['ATTN'], 'c/o sparrow'], [3, 6, 3, ['ADDRESS'], '1322 e michigan'], [6, 8, 2, ['SUITE'], 'suite 202b']]"
5481,GOLF COURSE DRIVE 7003 EAST GENESEE STREET,7003 EAST GENESEE STREET,,,,"[[3, 7, 4, ['ADDRESS'], '7003 east genesee street']]"
5482,GOVERNOR'S RIDGE BUILDING 28 1640 POWERS FERRY RD SE,1640 POWERS FERRY RD SE,,28,,"[[3, 4, 1, ['SUITE'], '28'], [4, 9, 5, ['ADDRESS'], '1640 powers ferry rd se']]"
5483,GREENWICH OFFICE PARK ONE,XX,XX,XX,XX,[]
5484,GROUP 251 PROGRESS WAY SUITE 300,251 PROGRESS WAY,,SUITE 300,,"[[1, 4, 3, ['ADDRESS'], '251 progress way'], [4, 6, 2, ['SUITE'], 'suite 300']]"
5485,GULF COAST PHYSICIAN ADMIN/HC 211 HIGHLAND CROSS SUITE 275,211 HIGHLAND CROSS,,SUITE 275,,"[[4, 7, 3, ['ADDRESS'], '211 highland cross'], [7, 9, 2, ['SUITE'], 'suite 275']]"
5486,HANCOCK TOWER (LTD ONLY) 200 CLARENDON STREET 56TH FL,200 CLARENDON STREET,,56TH FL,,"[[4, 7, 3, ['ADDRESS'], '200 clarendon street'], [7, 9, 2, ['SUITE'], '56th fl']]"
5487,HANCOCK TOWER 200 CLARENDON STREET 56TH FL,200 CLARENDON STREET,,56TH FL,,"[[2, 5, 3, ['ADDRESS'], '200 clarendon street'], [5, 7, 2, ['SUITE'], '56th fl']]"
5488,HANCOCK TOWER(LIFE/AD&D ONLY) 200 CLARENDON STREET 56TH FL,200 CLARENDON STREET,,56TH FL,,"[[6, 9, 3, ['ADDRESS'], '200 clarendon street'], [9, 11, 2, ['SUITE'], '56th fl']]"
5489,HARBORSIDE FINANCIAL CENTER 1000 PLAZA III,1000 PLAZA III,,,,"[[3, 6, 3, ['ADDRESS'], '1000 plaza iii']]"
5490,HARBORSIDE FINANCIAL CENTER PLAZA FIVE SUITE 1510,,,SUITE 1510,,"[[5, 7, 2, ['SUITE'], 'suite 1510']]"
5491,HARMONY BUSINESS PARK 125 RUTHAR DRIVE,125 RUTHAR DRIVE,,,,"[[3, 6, 3, ['ADDRESS'], '125 ruthar drive']]"
5492,HEALTH & WELFARE TRUST HCR 79 BOX 9,,BOX 9,79,,"[[5, 6, 1, ['SUITE'], '79'], [6, 8, 2, ['POBOX'], 'box 9']]"
5493,HEALTH & WELFARE TRUST P O BOX 679,,P O BOX 679,,,"[[4, 8, 4, ['POBOX'], 'p o box 679']]"
5494,HEALTH & WELFARE TRUST PO BOX 159,,PO BOX 159,,,"[[4, 7, 3, ['POBOX'], 'po box 159']]"
5495,HEALTH PROFESSIONALS INSURANCE 6265 GREENWICH DR STE 250,6265 GREENWICH DR,,STE 250,,"[[3, 6, 3, ['ADDRESS'], '6265 greenwich dr'], [6, 8, 2, ['SUITE'], 'ste 250']]"
5496,HEATHERBROOKEPARKWAY,XX,XX,XX,XX,[]
5497,HIGHLAND PARK,XX,XX,XX,XX,[]
5498,HIGHWAY 1804 DAKOTA DRIVE PO BOX 310,1804 DAKOTA DRIVE,PO BOX 310,,,"[[1, 4, 3, ['ADDRESS'], '1804 dakota drive'], [4, 7, 3, ['POBOX'], 'po box 310']]"
5499,HIGHWAY 59 NORTH PO BOX 430,,PO BOX 430,59 NORTH,,"[[1, 3, 2, ['SUITE'], '59 north'], [3, 6, 3, ['POBOX'], 'po box 430']]"
5500,HOPE MEDICAL COMMONS 210 S SHORE ROAD (RT 9) SUIT,210 S SHORE ROAD RT,,9,,"[[3, 8, 5, ['ADDRESS'], '210 s shore road rt'], [8, 9, 1, ['SUITE'], '9']]"
5501,HORIZON SQUARE 29 BROADWAY,29 BROADWAY,,,,"[[2, 4, 2, ['ADDRESS'], '29 broadway']]"
5502,HR KNOWLEDGE 15 BERKSHIRE RD STEB,15 BERKSHIRE RD,,STEB,,"[[2, 5, 3, ['ADDRESS'], '15 berkshire rd'], [5, 6, 1, ['SUITE'], 'steb']]"
5503,HR&P SOLUTIONS PO BOX 680427,,PO BOX 680427,P,,"[[2, 3, 1, ['SUITE'], 'p'], [4, 7, 3, ['POBOX'], 'po box 680427']]"
5504,HR-STRATEGIES 3820 MANSELL RD STE 230,3820 MANSELL RD,,STE 230,,"[[1, 4, 3, ['ADDRESS'], '3820 mansell rd'], [4, 6, 2, ['SUITE'], 'ste 230']]"
5505,HUMAN RESOURCES 11 COOPERATIVE WAY,11 COOPERATIVE WAY,,,,"[[2, 5, 3, ['ADDRESS'], '11 cooperative way']]"
5506,HUMAN RESOURCES SUITE 338 5581 WEST OAKLAND PARK BLVD,5581 WEST OAKLAND PARK BLVD,,SUITE 338,,"[[2, 4, 2, ['SUITE'], 'suite 338'], [4, 9, 5, ['ADDRESS'], '5581 west oakland park blvd']]"
5507,HWY 49 BOX 10,,BOX 10,49,,"[[1, 2, 1, ['SUITE'], '49'], [2, 4, 2, ['POBOX'], 'box 10']]"
5508,HWY 64 & HAWKS DRIVE PO BOX 147,,PO BOX 147,64,,"[[1, 2, 1, ['SUITE'], '64'], [5, 8, 3, ['POBOX'], 'po box 147']]"
5509,HYATT CENTER 71 S WACKER DRIVE STE 1900,71 S WACKER DRIVE,,STE 1900,,"[[2, 6, 4, ['ADDRESS'], '71 s wacker drive'], [6, 8, 2, ['SUITE'], 'ste 1900']]"
5510,III WINNERS CIRCLE,XX,XX,XX,XX,[]
5511,III WINNERS CIRCLE PO BOX 5269,,PO BOX 5269,,,"[[3, 6, 3, ['POBOX'], 'po box 5269']]"
5512,IIR 2521 CHANNING WAY #5555,2521 CHANNING WAY,,#5555,,"[[1, 4, 3, ['ADDRESS'], '2521 channing way'], [4, 5, 1, ['SUITE'], '#5555']]"
5513,ILLINOIS 7846 AVIATION,7846 AVIATION,,,,"[[1, 3, 2, ['ADDRESS'], '7846 aviation']]"
